"GENNO","SPNO","GrowthForm","Frequency"
1072,26,"Parasite","commonly"
1072,26,"Herb","commonly"
1072,12,"Parasite","commonly"
1072,12,"Herb","commonly"
699,108,"Parasite","commonly"
699,108,"Dwarf shrub","occasionally"
699,108,"Herb","commonly"
574,31,"Herb","commonly"
1072,18,"Parasite","commonly"
1072,18,"Herb","commonly"
1034,53,"Herb","commonly"
3546,5,"Geophyte","commonly"
3546,5,"Herb","commonly"
3514,3,"Epiphyte","commonly"
3839,24,"Geophyte","commonly"
3839,24,"Herb","commonly"
3679,3,"Epiphyte","commonly"
740,5,"Herb","commonly"
740,5,"Epiphyte","commonly"
740,7,"Herb","commonly"
740,7,"Geophyte","commonly"
1898,44,"Herb","commonly"
1898,58,"Herb","commonly"
1898,12,"Herb","commonly"
699,181,"Parasite","occasionally"
699,181,"Dwarf shrub","commonly"
699,27,"Parasite","commonly"
699,27,"Herb","commonly"
699,30,"Parasite","commonly"
699,30,"Herb","commonly"
699,28,"Parasite","commonly"
699,28,"Herb","commonly"
699,178,"Parasite","commonly"
699,178,"Shrub","commonly"
699,177,"Parasite","commonly"
699,177,"Shrub","commonly"
699,126,"Parasite","commonly"
699,126,"Shrub","commonly"
699,126,"Herb","occasionally"
699,122,"Parasite","commonly"
699,122,"Herb","commonly"
699,77,"Parasite","commonly"
699,77,"Herb","commonly"
699,36,"Parasite","commonly"
699,36,"Shrub","commonly"
699,36,"Herb","occasionally"
699,88,"Parasite","commonly"
699,88,"Dwarf shrub","commonly"
699,88,"Shrub","occasionally"
699,115,"Parasite","occasionally"
699,115,"Shrub","commonly"
699,38,"Parasite","commonly"
699,38,"Herb","commonly"
699,89,"Parasite","commonly"
699,89,"Shrub","commonly"
699,89,"Dwarf shrub","occasionally"
699,32,"Parasite","commonly"
699,32,"Herb","commonly"
699,39,"Parasite","commonly"
699,39,"Herb","commonly"
699,76,"Parasite","commonly"
699,76,"Shrub","occasionally"
699,76,"Herb","commonly"
699,80,"Parasite","commonly"
699,80,"Shrub","occasionally"
699,80,"Herb","commonly"
699,189,"Parasite","commonly"
699,189,"Dwarf shrub","commonly"
699,189,"Shrub","occasionally"
699,125,"Parasite","commonly"
699,125,"Dwarf shrub","occasionally"
699,125,"Shrub","commonly"
699,81,"Parasite","commonly"
699,81,"Dwarf shrub","commonly"
699,46,"Parasite","commonly"
699,46,"Dwarf shrub","occasionally"
699,46,"Shrub","commonly"
699,91,"Parasite","commonly"
699,91,"Shrub","commonly"
699,91,"Herb","occasionally"
699,101,"Parasite","commonly"
699,101,"Dwarf shrub","commonly"
699,101,"Shrub","occasionally"
699,114,"Parasite","commonly"
699,114,"Dwarf shrub","occasionally"
699,114,"Shrub","commonly"
699,124,"Parasite","commonly"
699,124,"Shrub","occasionally"
699,124,"Herb","commonly"
699,183,"Parasite","commonly"
699,183,"Herb","commonly"
699,182,"Parasite","occasionally"
699,182,"Shrub","commonly"
699,83,"Parasite","commonly"
699,83,"Shrub","occasionally"
699,83,"Herb","commonly"
701,3,"Dwarf shrub","commonly"
699,99,"Parasite","commonly"
699,99,"Shrub","commonly"
699,99,"Herb","occasionally"
699,31,"Parasite","commonly"
699,31,"Herb","commonly"
699,157,"Parasite","commonly"
699,157,"Herb","commonly"
699,143,"Parasite","commonly"
699,143,"Dwarf shrub","commonly"
699,143,"Herb","occasionally"
699,1,"Parasite","occasionally"
699,1,"Shrub","occasionally"
699,1,"Herb","commonly"
699,70,"Parasite","commonly"
699,70,"Dwarf shrub","commonly"
699,128,"Parasite","commonly"
699,128,"Herb","commonly"
699,26,"Parasite","occasionally"
699,26,"Shrub","commonly"
699,26,"Dwarf shrub","occasionally"
699,10,"Dwarf shrub","commonly"
699,9,"Parasite","commonly"
699,9,"Herb","commonly"
699,133,"Parasite","commonly"
699,133,"Shrub","occasionally"
699,133,"Dwarf shrub","commonly"
699,156,"Parasite","occasionally"
699,156,"Shrub","occasionally"
699,156,"Dwarf shrub","commonly"
699,153,"Parasite","commonly"
699,153,"Shrub","occasionally"
699,153,"Herb","commonly"
699,152,"Parasite","commonly"
699,152,"Dwarf shrub","commonly"
699,152,"Herb","occasionally"
699,67,"Parasite","commonly"
699,67,"Shrub","commonly"
699,135,"Parasite","commonly"
699,135,"Shrub","commonly"
699,135,"Herb","occasionally"
699,146,"Parasite","commonly"
699,146,"Shrub","commonly"
699,146,"Herb","occasionally"
699,61,"Parasite","commonly"
699,61,"Shrub","commonly"
699,162,"Parasite","commonly"
699,162,"Shrub","occasionally"
699,162,"Herb","commonly"
699,71,"Parasite","commonly"
699,71,"Herb","commonly"
699,3,"Parasite","commonly"
699,3,"Shrub","commonly"
699,3,"Dwarf shrub","occasionally"
699,166,"Parasite","commonly"
699,166,"Dwarf shrub","occasionally"
699,166,"Herb","commonly"
699,138,"Parasite","commonly"
699,138,"Herb","commonly"
699,16,"Parasite","commonly"
699,16,"Shrub","occasionally"
699,16,"Herb","occasionally"
699,168,"Parasite","commonly"
699,168,"Herb","commonly"
699,109,"Parasite","commonly"
699,109,"Shrub","occasionally"
699,109,"Herb","commonly"
699,134,"Parasite","commonly"
699,134,"Shrub","occasionally"
699,134,"Herb","commonly"
699,15,"Parasite","commonly"
699,15,"Shrub","commonly"
699,140,"Parasite","commonly"
699,140,"Herb","commonly"
699,7,"Parasite","commonly"
699,7,"Herb","commonly"
2199,9,"Herb","commonly"
1111,54,"Herb","commonly"
1111,70,"Herb","commonly"
1093,256,"Dwarf shrub","commonly"
1115,70,"Herb","commonly"
1093,255,"Dwarf shrub","commonly"
1891,1,"Herb","commonly"
1093,254,"Dwarf shrub","commonly"
1111,63,"Herb","commonly"
1111,67,"Herb","commonly"
1093,253,"Dwarf shrub","commonly"
1093,252,"Dwarf shrub","commonly"
1093,251,"Herb","commonly"
1093,251,"Dwarf shrub","commonly"
1093,249,"Dwarf shrub","commonly"
1111,68,"Herb","commonly"
1093,248,"Dwarf shrub","commonly"
1093,247,"Dwarf shrub","commonly"
1111,57,"Herb","commonly"
1111,1,"Herb","commonly"
1111,71,"Herb","commonly"
1111,24,"Herb","commonly"
1082,76,"Herb","commonly"
1093,263,"Dwarf shrub","commonly"
1093,262,"Dwarf shrub","commonly"
1111,27,"Herb","commonly"
1111,29,"Herb","commonly"
1111,12,"Herb","commonly"
1111,7,"Herb","commonly"
1111,3,"Herb","commonly"
1115,68,"Herb","commonly"
1111,2,"Herb","commonly"
1093,257,"Dwarf shrub","commonly"
1093,257,"Herb","commonly"
1111,30,"Herb","commonly"
1111,31,"Herb","commonly"
1093,261,"Dwarf shrub","commonly"
1111,33,"Herb","commonly"
1111,43,"Herb","commonly"
1093,260,"Herb","commonly"
1093,260,"Dwarf shrub","commonly"
1093,267,"Dwarf shrub","commonly"
1111,46,"Herb","commonly"
1093,259,"Herb","commonly"
1093,259,"Dwarf shrub","commonly"
1093,266,"Dwarf shrub","commonly"
1093,258,"Dwarf shrub","commonly"
1111,74,"Herb","commonly"
1544,30,"Geophyte","commonly"
1544,30,"Herb","commonly"
1093,220,"Dwarf shrub","commonly"
1544,9,"Geophyte","commonly"
1544,9,"Herb","commonly"
1093,226,"Shrub","commonly"
1093,226,"Dwarf shrub","commonly"
1093,217,"Shrub","occasionally"
1093,217,"Dwarf shrub","commonly"
1082,92,"Herb","commonly"
1544,12,"Geophyte","commonly"
1544,12,"Herb","commonly"
1093,206,"Herb","commonly"
1544,41,"Geophyte","commonly"
1544,41,"Herb","commonly"
1093,213,"Dwarf shrub","occasionally"
1093,213,"Herb","commonly"
1093,218,"Shrub","commonly"
1544,13,"Geophyte","commonly"
1544,13,"Herb","commonly"
1544,14,"Geophyte","commonly"
1544,14,"Herb","commonly"
1093,216,"Herb","commonly"
1082,99,"Herb","commonly"
1544,8,"Geophyte","commonly"
1544,8,"Herb","commonly"
1082,98,"Herb","commonly"
1082,96,"Dwarf shrub","commonly"
1082,93,"Herb","commonly"
1544,20,"Geophyte","commonly"
1544,20,"Herb","commonly"
1544,26,"Geophyte","commonly"
1544,26,"Herb","commonly"
1082,94,"Herb","commonly"
1544,28,"Geophyte","commonly"
1544,28,"Herb","commonly"
1082,83,"Shrub","commonly"
1082,83,"Dwarf shrub","commonly"
1093,224,"Herb","always"
1093,223,"Dwarf shrub","commonly"
1093,222,"Herb","commonly"
1093,221,"Dwarf shrub","commonly"
1544,29,"Geophyte","commonly"
1544,29,"Herb","commonly"
1093,219,"Dwarf shrub","commonly"
1093,219,"Herb","commonly"
1093,246,"Dwarf shrub","commonly"
1093,245,"Dwarf shrub","commonly"
1093,244,"Dwarf shrub","commonly"
1093,63,"Suffrutex","commonly"
1093,63,"Herb","commonly"
1093,243,"Dwarf shrub","commonly"
1093,242,"Herb","commonly"
1093,242,"Dwarf shrub","occasionally"
1093,214,"Dwarf shrub","commonly"
1093,241,"Dwarf shrub","commonly"
1093,240,"Herb","commonly"
1093,212,"Dwarf shrub","commonly"
1544,1,"Geophyte","commonly"
1544,1,"Herb","commonly"
1093,231,"Dwarf shrub","commonly"
1544,2,"Geophyte","commonly"
1544,2,"Herb","commonly"
1093,239,"Dwarf shrub","commonly"
1093,109,"Herb","commonly"
1093,229,"Dwarf shrub","commonly"
1544,43,"Geophyte","commonly"
1544,43,"Herb","commonly"
1093,227,"Dwarf shrub","commonly"
1093,208,"Herb","commonly"
1082,88,"Shrub","occasionally"
1082,88,"Dwarf shrub","commonly"
1093,215,"Dwarf shrub","commonly"
1093,228,"Herb","commonly"
1082,107,"Herb","commonly"
1093,178,"Herb","commonly"
1093,211,"Shrub","occasionally"
1093,211,"Dwarf shrub","commonly"
1093,230,"Dwarf shrub","commonly"
1093,146,"Herb","commonly"
1093,117,"Herb","commonly"
1082,87,"Herb","commonly"
2931,84,"Herb","commonly"
2931,84,"Dwarf shrub","commonly"
3037,9,"Herb","commonly"
3306,3,"Herb","commonly"
3306,2,"Herb","commonly"
2688,24,"Herb","commonly"
2688,6,"Herb","commonly"
3306,5,"Herb","commonly"
3306,6,"Herb","commonly"
3308,1,"Herb","commonly"
3452,5,"Herb","commonly"
3308,4,"Herb","commonly"
3308,5,"Herb","commonly"
3056,7,"Suffrutex","commonly"
3308,7,"Herb","commonly"
3026,3,"Herb","commonly"
2687,4,"Herb","commonly"
2930,50,"Dwarf shrub","commonly"
2687,112,"Herb","commonly"
3240,143,"Herb","commonly"
3652,74,"Epiphyte","commonly"
3652,74,"Lithophyte","commonly"
3652,74,"Herb","commonly"
3152,274,"Herb","commonly"
3652,75,"Lithophyte","commonly"
3652,75,"Herb","commonly"
3212,12,"Herb","commonly"
3240,114,"Herb","commonly"
3240,389,"Herb","commonly"
3162,46,"Herb","commonly"
3240,118,"Herb","commonly"
3240,118,"Dwarf shrub","commonly"
3240,119,"Herb","commonly"
3240,385,"Herb","commonly"
3240,124,"Herb","commonly"
3240,178,"Dwarf shrub","commonly"
3240,380,"Dwarf shrub","commonly"
3240,67,"Herb","commonly"
3240,144,"Herb","commonly"
3240,361,"Dwarf shrub","commonly"
3240,157,"Dwarf shrub","commonly"
3240,357,"Shrub","commonly"
3240,341,"Dwarf shrub","commonly"
3240,335,"Herb","commonly"
3152,494,"Herb","commonly"
3240,328,"Herb","commonly"
3152,359,"Herb","commonly"
3154,30,"Herb","commonly"
3240,174,"Dwarf shrub","commonly"
3240,132,"Herb","commonly"
3152,323,"Herb","commonly"
3652,42,"Herb","commonly"
3152,319,"Herb","commonly"
3652,46,"Lithophyte","commonly"
3652,46,"Herb","commonly"
3652,47,"Lithophyte","commonly"
3652,47,"Herb","commonly"
3077,81,"Herb","commonly"
3152,305,"Herb","commonly"
3652,51,"Herb","commonly"
3152,304,"Herb","commonly"
3077,102,"Herb","commonly"
4051,4,"Herb","commonly"
3240,11,"Herb","commonly"
3240,77,"Herb","commonly"
3240,13,"Shrub","commonly"
3240,13,"Dwarf shrub","commonly"
3212,47,"Herb","commonly"
3652,9,"Lithophyte","commonly"
3652,9,"Herb","commonly"
3152,327,"Herb","commonly"
3652,8,"Lithophyte","commonly"
3652,8,"Herb","commonly"
3652,6,"Epiphyte","commonly"
3652,6,"Herb","commonly"
3240,23,"Herb","commonly"
3240,25,"Herb","commonly"
3652,63,"Lithophyte","commonly"
3652,63,"Herb","commonly"
3240,51,"Herb","commonly"
3240,52,"Herb","commonly"
3240,52,"Shrub","commonly"
3240,60,"Herb","commonly"
3240,65,"Herb","commonly"
3152,267,"Climber","commonly"
3152,267,"Succulent","commonly"
3152,267,"Herb","commonly"
3240,12,"Herb","commonly"
3240,266,"Shrub","commonly"
3240,317,"Herb","commonly"
3240,242,"Herb","commonly"
3152,121,"Herb","commonly"
3152,105,"Herb","commonly"
3152,72,"Herb","commonly"
3152,67,"Herb","commonly"
3152,54,"Herb","commonly"
3152,460,"Herb","commonly"
3152,459,"Dwarf shrub","commonly"
3152,459,"Shrub","commonly"
3240,257,"Shrub","commonly"
3240,262,"Herb","commonly"
3240,235,"Herb","commonly"
3240,235,"Shrub","commonly"
3240,265,"Herb","commonly"
3240,239,"Herb","commonly"
3240,271,"Herb","commonly"
3152,42,"Herb","commonly"
3152,38,"Herb","commonly"
3240,275,"Herb","commonly"
3152,19,"Herb","commonly"
3240,294,"Herb","commonly"
3240,294,"Dwarf shrub","commonly"
3240,410,"Herb","commonly"
3152,382,"Herb","commonly"
3152,27,"Herb","commonly"
3240,431,"Herb","commonly"
3240,432,"Shrub","commonly"
3240,437,"Herb","commonly"
3240,263,"Herb","commonly"
3152,186,"Shrub","commonly"
3152,186,"Herb","commonly"
3152,264,"Herb","commonly"
3240,302,"Herb","commonly"
3240,300,"Herb","commonly"
3152,464,"Herb","commonly"
3212,8,"Herb","commonly"
3154,60,"Herb","commonly"
3240,189,"Herb","commonly"
3152,210,"Herb","commonly"
3152,193,"Herb","commonly"
3240,446,"Herb","commonly"
3240,246,"Herb","commonly"
3240,246,"Dwarf shrub","commonly"
3058,35,"Succulent","commonly"
3058,35,"Herb","commonly"
3240,211,"Herb","commonly"
3897,5,"Shrub","commonly"
3162,35,"Herb","commonly"
3162,35,"Hyperhydate","commonly"
3162,35,"Tenagophyte","commonly"
3058,1,"Herb","commonly"
3162,25,"Herb","commonly"
3240,206,"Herb","commonly"
3240,206,"Dwarf shrub","commonly"
3240,204,"Herb","commonly"
3152,177,"Herb","commonly"
3240,194,"Herb","commonly"
1093,314,"Herb","commonly"
1093,315,"Herb","commonly"
1093,339,"Dwarf shrub","commonly"
1093,338,"Dwarf shrub","commonly"
1093,312,"Herb","commonly"
1093,341,"Dwarf shrub","commonly"
1093,316,"Dwarf shrub","always"
1093,336,"Dwarf shrub","commonly"
1093,340,"Dwarf shrub","commonly"
1093,337,"Dwarf shrub","commonly"
1093,381,"Herb","commonly"
1093,381,"Dwarf shrub","commonly"
1093,384,"Dwarf shrub","commonly"
1082,47,"Herb","commonly"
1036,6,"Herb","commonly"
1074,55,"Herb","commonly"
1034,52,"Herb","commonly"
1082,48,"Herb","commonly"
1065,7,"Herb","commonly"
1093,280,"Dwarf shrub","commonly"
1063,12,"Dwarf shrub","commonly"
1052,2,"Herb","commonly"
1082,30,"Herb","commonly"
1034,18,"Herb","commonly"
1065,5,"Dwarf shrub","commonly"
1082,31,"Dwarf shrub","commonly"
1093,281,"Dwarf shrub","occasionally"
1093,281,"Herb","commonly"
1093,279,"Dwarf shrub","commonly"
1074,54,"Herb","commonly"
1034,30,"Herb","commonly"
1082,40,"Herb","commonly"
1036,38,"Herb","commonly"
1034,21,"Herb","commonly"
1082,39,"Herb","commonly"
1074,80,"Dwarf shrub","commonly"
1063,16,"Herb","commonly"
1036,25,"Herb","commonly"
1093,276,"Dwarf shrub","commonly"
1093,285,"Herb","commonly"
1093,285,"Dwarf shrub","commonly"
1093,311,"Herb","commonly"
1066,2,"Herb","commonly"
1063,21,"Herb","commonly"
1082,37,"Herb","commonly"
1037,15,"Herb","commonly"
1063,23,"Herb","commonly"
1082,2,"Herb","commonly"
1063,13,"Herb","commonly"
1093,286,"Dwarf shrub","always"
1034,31,"Herb","commonly"
1036,2,"Herb","commonly"
1093,283,"Dwarf shrub","commonly"
1093,284,"Dwarf shrub","commonly"
1074,61,"Dwarf shrub","commonly"
1063,15,"Herb","commonly"
1036,37,"Herb","commonly"
1093,275,"Dwarf shrub","commonly"
1082,41,"Herb","commonly"
1082,23,"Herb","commonly"
1093,277,"Dwarf shrub","commonly"
1082,3,"Herb","commonly"
1034,26,"Herb","commonly"
1082,1,"Herb","commonly"
1063,14,"Herb","commonly"
1066,5,"Herb","commonly"
1065,6,"Dwarf shrub","commonly"
1065,9,"Herb","commonly"
1052,5,"Herb","commonly"
1063,8,"Herb","commonly"
1036,15,"Herb","commonly"
699,112,"Parasite","occasionally"
699,112,"Shrub","commonly"
699,112,"Herb","occasionally"
1074,6,"Dwarf shrub","commonly"
1052,1,"Herb","commonly"
1052,8,"Herb","commonly"
1074,48,"Dwarf shrub","commonly"
1063,18,"Dwarf shrub","commonly"
1034,38,"Herb","commonly"
1074,4,"Dwarf shrub","commonly"
1093,289,"Dwarf shrub","always"
1093,273,"Dwarf shrub","commonly"
1052,12,"Herb","commonly"
1064,1,"Herb","commonly"
1082,74,"Herb","commonly"
1074,73,"Dwarf shrub","commonly"
1051,7,"Herb","commonly"
1034,13,"Herb","commonly"
1063,25,"Herb","commonly"
1051,5,"Herb","commonly"
1063,27,"Herb","commonly"
1093,290,"Dwarf shrub","always"
1065,1,"Herb","commonly"
1034,5,"Herb","commonly"
1034,1,"Herb","commonly"
1065,2,"Herb","commonly"
1093,278,"Dwarf shrub","commonly"
1093,278,"Herb","commonly"
1063,3,"Herb","commonly"
1063,6,"Herb","commonly"
1062,3,"Herb","commonly"
1063,5,"Herb","commonly"
1082,63,"Herb","commonly"
1074,9,"Herb","commonly"
1082,62,"Herb","commonly"
1036,30,"Herb","commonly"
1082,67,"Herb","commonly"
1074,30,"Dwarf shrub","commonly"
1074,21,"Suffrutex","commonly"
1074,33,"Dwarf shrub","commonly"
1063,9,"Herb","commonly"
1074,38,"Lithophyte","occasionally"
1074,38,"Dwarf shrub","commonly"
1082,14,"Herb","commonly"
1082,54,"Herb","commonly"
1082,75,"Herb","commonly"
1082,24,"Herb","commonly"
1074,11,"Lithophyte","occasionally"
1074,11,"Dwarf shrub","commonly"
1093,288,"Dwarf shrub","always"
1063,17,"Herb","commonly"
1066,3,"Herb","commonly"
1074,25,"Herb","commonly"
1093,274,"Dwarf shrub","commonly"
1051,2,"Dwarf shrub","commonly"
1074,60,"Herb","commonly"
1065,4,"Dwarf shrub","commonly"
1074,20,"Lithophyte","occasionally"
1074,20,"Dwarf shrub","commonly"
1074,15,"Dwarf shrub","commonly"
2591,16,"Herb","commonly"
2591,16,"Shrub","occasionally"
2585,223,"Climber","commonly"
2585,223,"Shrub","commonly"
2595,21,"Herb","commonly"
2595,21,"Shrub","occasionally"
2595,29,"Herb","occasionally"
2595,29,"Shrub","commonly"
2585,31,"Shrub","commonly"
2585,32,"Herb","commonly"
2595,4,"Dwarf shrub","commonly"
2585,310,"Shrub","commonly"
1843,1,"Herb","commonly"
1843,1,"Hydrophyte","commonly"
1843,1,"Tenagophyte","commonly"
1906,29,"Tree","commonly"
1950,6,"Climber","commonly"
1950,6,"Dwarf shrub","commonly"
1257,73,"Graminoid","commonly"
1185,38,"Graminoid","commonly"
1185,34,"Graminoid","commonly"
1185,26,"Graminoid","commonly"
2509,15,"Cyperoid","commonly"
2509,15,"Helophyte","commonly"
2509,15,"Herb","commonly"
2122,1,"Tree","commonly"
1262,41,"Graminoid","commonly"
1470,5,"Herb","commonly"
2493,52,"Herb","commonly"
2493,52,"Cyperoid","commonly"
2493,52,"Mesophyte","occasionally"
2493,52,"Helophyte","occasionally"
1683,55,"Herb","commonly"
1683,54,"Herb","commonly"
2121,1,"Herb","commonly"
1843,8,"Herb","commonly"
1843,8,"Hydrophyte","commonly"
1843,8,"Helophyte","commonly"
1843,2,"Herb","commonly"
1843,2,"Tenagophyte","commonly"
1843,2,"Hydrophyte","commonly"
2039,27,"Tree","commonly"
2039,27,"Shrub","occasionally"
1424,11,"Dwarf shrub","commonly"
1852,227,"Herb","commonly"
1426,1,"Shrub","commonly"
1426,1,"Tree","occasionally"
1976,211,"Herb","commonly"
1446,50,"Tree","commonly"
1446,50,"Shrub","commonly"
2558,41,"Restioid","commonly"
2558,41,"Dwarf shrub","commonly"
2558,41,"Shrub","commonly"
1685,26,"Herb","commonly"
1367,28,"Graminoid","commonly"
1094,7,"Herb","commonly"
1416,2,"Herb","commonly"
4005,1,"Dwarf shrub","commonly"
3634,29,"Helophyte","commonly"
3634,29,"Herb","commonly"
3659,1,"Shrub","occasionally"
3659,1,"Tree","commonly"
918,9,"Shrub","commonly"
1069,7,"Herb","commonly"
2493,168,"Cyperoid","commonly"
2493,168,"Mesophyte","occasionally"
2493,168,"Herb","commonly"
8537,1,"Tree","commonly"
8537,1,"Shrub","commonly"
957,1,"Tree","commonly"
957,1,"Shrub","commonly"
1069,2,"Herb","commonly"
1069,2,"Succulent","occasionally"
957,5,"Climber","occasionally"
