V's Barcoda,Precis Barcode,Casherb,Casno,Family,Clade,Scientific Name,Taxon,Latitude Decimal,Longitude Decimal,Reference Acc
8000690,PRE0775105-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-33.283783,22.051594,501-2000m
8000545,NBG0160961-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-33.281572,22.341197,501-2000m
8000595,NBG0161119-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-33.279428,21.623619,501-2000m
8000655,PRE0657754-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-33.273255,21.627739,501-2000m
8000695,PRE0775174-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-33.237011,19.325155,501-2000m
8000521,NBG0079444-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-33.23611,20.63722,501-2000m
8000519,NBG0069771-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-33.229031,20.270138,501-2000m
8000119,NBG0079445-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-33.189154,20.346005,<500m
8000616,NBG0162656-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-33.186014,18.181409,501-2000m
8000614,NBG0162655-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-33.14602,18.017229,<500m
8000398,PRE0775150-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.970048,19.402054,501-2000m
8000344,PRE0489343-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.949333,17.889419,501-2000m
8000406,PRE0787853-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.901516,19.537846,<500m
8000360,PRE0618819-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.899944,19.028798,501-2000m
8000310,NBG0161005-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.886199,18.758318,501-2000m
8000357,PRE0608741-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.88596,18.015279,501-2000m
8000305,NBG0160950-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.880974,18.02209,501-2000m
8000144,NBG0205155-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.87833333,19.64388889,GPS
8000087,NBG0208793-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.855,19.61805556,GPS
8000356,PRE0575154-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.854216,18.742932,<500m
8000395,PRE0775121-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.849775,18.7335,501-2000m
8000190,PRE0063819-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.846692,18.731844,<500m
8000378,PRE0710767-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.844461,18.732056,<500m
8000179,PRE0022335-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.801736,19.269904,501-2000m
8000298,NBG0139027-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.734928,19.040266,501-2000m
8000391,PRE0773422-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.709579,19.030519,501-2000m
8000176,PRE0020961-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.631476,19.11129,501-2000m
8000396,PRE0775122-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.6273,19.142283,501-2000m
8000361,PRE0624428-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.608219,18.304652,501-2000m
8000381,PRE0711620-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.603971,18.301126,501-2000m
8000306,NBG0160987-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.596544,18.311626,<500m
8000341,NBG0196679-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.53888889,19.26666667,GPS
8000900,PRE0020970-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.519168,18.784391,501-2000m
8000338,NBG0161880-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.482317,19.488544,501-2000m
8000337,NBG0161877-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.474196,19.382852,501-2000m
8000312,NBG0161012-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.471459,19.159064,501-2000m
8000262,PRE0021087-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.441748,18.972538,501-2000m
8000290,PRE0063821-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.434812,18.339584,<500m
8000390,PRE0742655-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.423434,19.097793,501-2000m
8000311,NBG0161011-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.419913,19.167777,501-2000m
8000377,PRE0710071-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.407741,19.149956,<500m
8000073,NBG0161144-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.390562,19.078136,501-2000m
8000137,PRE0478783-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.387748,19.102997,501-2000m
8000328,NBG0161121-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.387723,19.102938,<500m
8000292,NBG0069770-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.386568,18.95435,<500m
8000175,PRE0020959-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.374786,19.054834,501-2000m
8000317,NBG0161078-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.373921,19.056616,501-2000m
8000110,NBG0161030-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.373868,19.0567,501-2000m
8000408,PRE0792328-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.371981,19.128207,501-2000m
8000918,PRE0022351-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.364886,18.958078,<500m
8000320,NBG0161096-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.364534,19.070339,501-2000m
8000135,NBG0079437-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.361379,18.957496,501-2000m
8000354,PRE0575146-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.348941,19.007264,<500m
8000407,PRE0792325-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.348252,19.013677,<500m
8000334,NBG0161156-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.34803,19.013321,<500m
8000104,SAM0067663-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.347626,19.013167,501-2000m
8000185,PRE0022584-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.309047,18.34437,501-2000m
8000412,PRE0819260-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.308241,19.010888,501-2000m
8000877,NBG0198692-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.30777778,18.90805556,GPS
8000369,PRE0651663-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.305031,18.617901,<500m
8000411,PRE0819259-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.301735,19.004522,501-2000m
8000397,PRE0775142-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.28838,18.586109,501-2000m
8000254,PRE0020908-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.278555,18.932981,501-2000m
8000379,PRE0710772-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.273283,18.815908,<500m
8000351,PRE0575088-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.264928,18.87166,501-2000m
8000315,NBG0161049-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.246796,18.854277,501-2000m
8000331,NBG0161133-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.23791,19.067939,501-2000m
8000313,NBG0161042-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.234105,18.846245,501-2000m
8000359,PRE0616582-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.23386,18.845084,501-2000m
8000266,PRE0022303-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.206239,19.060198,501-2000m
8000206,PRE0489348-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.19587,18.892216,501-2000m
8000293,NBG0094492-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.192557,18.894072,501-2000m
8000258,PRE0020935-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.184054,18.8757,501-2000m
8000089,NBG0079458-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.183844,18.876,<500m
8000146,NBG0205197-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.18063333,18.86956667,GPS
8000413,PRE0819261-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.164489,18.783448,501-2000m
8000367,PRE0651656-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.158562,18.763444,<500m
8000250,PRE0805028-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.156162,18.898108,501-2000m
8000404,PRE0775171-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.15406,18.743167,<500m
8000256,PRE0020917-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.153473,19.190828,501-2000m
8000859,SAM0067664-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.150962,18.60306,501-2000m
8000394,PRE0775115-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.149719,19.030492,501-2000m
8000289,PRE0063738-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.149624,18.939667,<500m
8000392,PRE0775112-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.136484,19.032887,501-2000m
8000350,PRE0575082-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.13623,18.974695,501-2000m
8000249,PRE0805027-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.126904,19.038543,501-2000m
8000389,PRE0738559-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.124439,19.014353,501-2000m
8000410,PRE0793207-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.12326,19.009517,<500m
8000402,PRE0775169-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.115856,18.420272,<500m
8000348,PRE0513718-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.093983,19.1057,501-2000m
8000368,PRE0651657-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.088538,18.357584,501-2000m
8000349,PRE0575081-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.073628,19.069852,501-2000m
8000326,NBG0161116-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.050651,18.324012,501-2000m
8000325,NBG0161111-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.04809,18.332063,501-2000m
8000418,PRE0835053-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.047429,18.760217,501-2000m
8000943,PRE0612322-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.043883,18.910679,501-2000m
8000852,NBG0079456-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.043426,18.331522,501-2000m
8000260,PRE0020958-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.036977,18.330561,501-2000m
8000883,PRE0020926-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.035356,18.332604,<500m
8000335,NBG0161162-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-32.027553,18.332711,501-2000m
8000208,PRE0575068-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.881986,18.278225,<500m
8000241,PRE0775145-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.833814,19.268488,501-2000m
8000355,PRE0575153-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.811679,19.26555,501-2000m
8000932,PRE0023649-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.792052,18.672804,501-2000m
8000238,PRE0742656-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.782891,18.677309,501-2000m
8000218,PRE0681041-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.772014,18.764875,501-2000m
8000223,PRE0685005-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.745494,18.781611,501-2000m
8000232,PRE0692711-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.744971,18.771953,501-2000m
8000173,PRE0020931-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.684355,19.184556,501-2000m
8000180,PRE0022346-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.66587,19.18026,501-2000m
8000234,PRE0694172-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.522856,19.184361,501-2000m
8000212,PRE0651648-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.421621,19.001211,501-2000m
8000213,PRE0651650-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.410299,19.015221,501-2000m
8000228,PRE0685019-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.378751,19.018605,501-2000m
8000195,NBG0139026-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.377133,19.113088,501-2000m
8000203,PRE0238833-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.371729,19.106995,501-2000m
8000172,PRE0020929-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.370615,19.077243,<500m
8000245,PRE0775154-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.355186,19.102693,<500m
8000244,PRE0775153-0,,,Poaceae,Ehrharta,Ehrharta calycina Sm. ,EhrhaCalyc,-31.319296,19.120614,501-2000m
8001110,PRE0774574-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.583506,19.628737,<500m
8001087,NBG0161180-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.495509,19.996112,<500m
8001101,PRE0616199-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.495401,19.995734,<500m
8001096,NBG0161316-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.418651,19.767401,501-2000m
8001102,PRE0616588-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.416403,19.770837,501-2000m
8001098,NBG0162667-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.411264,19.776752,<500m
8001099,NBG0172126-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.347387,19.092831,501-2000m
8001112,PRE0775129-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.335067,20.546372,<500m
8001103,PRE0651675-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.3159,20.578374,<500m
8001090,NBG0161293-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.277899,19.111466,501-2000m
8001111,PRE0775127-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.264952,20.608442,<500m
8001104,PRE0708668-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.198344,20.063052,<500m
8001073,PRE0018640-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.19222,18.42111,501-2000m
8001079,PRE0063823-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.178346,21.913098,<500m
8001074,PRE0018643-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.159542,19.132253,501-2000m
8001077,SAM0045783-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.150341,19.920027,501-2000m
8001091,NBG0161294-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.150011,19.931873,501-2000m
8001107,PRE0728495-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.14651,21.150971,<500m
8001068,PRE0018628-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.136293,18.870469,<500m
8001100,NBG0199696-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.128992,19.250025,501-2000m
8001062,PRE0018606-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.111134,21.254099,501-2000m
8001088,NBG0161182-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.110295,21.254053,501-2000m
8001064,PRE0018615-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.103151,18.366175,501-2000m
8000958,NBG0161185-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.10277778,19.28638889,501-2000m
8001084,NBG0139096-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.101374,18.419107,<500m
8000960,SAM0040047-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.078069,20.682286,501-2000m
8001080,SAM0067958-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.077274,19.978204,501-2000m
8001094,NBG0161308-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.05758,20.462028,501-2000m
8001071,PRE0018634-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.056213,18.792363,501-2000m
8001113,PRE0791292-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.055774,22.394387,<500m
8001115,PRE0799039-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.048862,22.483374,501-2000m
8001046,PRE0616206-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.030957,20.495587,501-2000m
8001120,NBG0170933-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.025468,19.211816,<500m
8001108,PRE0742579-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-34.008727,19.671939,<500m
8001016,NBG0100275-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.994947,18.476841,<500m
8001021,NBG0161177-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.991556,18.972522,501-2000m
8000992,NBG0000193-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.985356,18.433395,501-2000m
8000954,NBG0161176-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.96935527,19.502607,<500m
8001044,PRE0539214-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.966206,18.378565,<500m
8001007,PRE0018645-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.961738,18.917409,501-2000m
8001059,PRE0774614-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.957827,21.316651,501-2000m
8001060,PRE0775162-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.957769,21.798632,<500m
8001006,PRE0018644-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.957445,18.938757,501-2000m
8001032,NBG0161300-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.936157,18.8542,501-2000m
8001061,PRE0794405-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.935872,19.289626,<500m
8001127,PRE0018637-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.935454,18.924035,<500m
8001040,PRE0356127-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.935271,18.712783,501-2000m
8001037,NBG0161313-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.932487,18.924604,<500m
8001002,PRE0018625-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.932294,18.875959,501-2000m
8001012,PRE0063824-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.930994,20.708177,<500m
8001049,PRE0651694-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.919298,21.738995,501-2000m
8001116,SAM0008579-2,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.909754,19.142643,501-2000m
8000959,NBG0161318-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.893662,18.891374,501-2000m
8001023,NBG0161181-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.831286,19.056719,501-2000m
8001050,PRE0682209-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.765449,18.943251,<500m
8001027,NBG0161295-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.748047,18.843891,501-2000m
8001051,PRE0709775-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.723781,19.161592,501-2000m
8001039,NBG0171473-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.721691,18.94061,501-2000m
8000955,NBG0161179-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.715406,19.66704,501-2000m
8000957,PRE0513716-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.642774,21.495367,501-2000m
8001055,PRE0728514-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.641681,19.088662,<500m
8001054,PRE0727105-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.641304,19.088678,<500m
8001019,NBG0131721-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.63657,19.448831,501-2000m
8000956,NBG0161183-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.63276,19.236071,501-2000m
8001028,NBG0161297-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.618539,19.470535,501-2000m
8001042,PRE0479420-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.613398,18.839604,<500m
8000995,PRE0018609-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.610787,19.356285,501-2000m
8000993,PRE0018604-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.503624,19.193516,<500m
8001033,NBG0161302-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.422375,22.76172,501-2000m
8001045,PRE0608766-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.389026,19.286777,<500m
8001053,PRE0726919-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.383952,19.186633,<500m
8000994,PRE0018608-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.35194,19.10972,<500m
8001010,SAM0019356-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-33.279818,19.187433,<500m
8000979,PRE0618818-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-32.899944,19.028798,501-2000m
8000984,PRE0710766-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-32.886515,18.761383,<500m
8001052,PRE0709778-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-32.862865,18.742463,<500m
8000981,PRE0651664-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-32.855878,18.742588,<500m
8000982,PRE0682230-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-32.854436,18.742096,<500m
8000987,PRE0775119-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-32.849775,18.7335,501-2000m
8000967,PRE0063825-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-32.846692,18.731844,<500m
8000989,PRE0794263-0,,,Poaceae,Ehrharta,Ehrharta capensis Thunb. ,EhrhaCapen,-32.844461,18.732056,<500m
